Match_ID,A_Off_Rating,A_Def_Rating,A_Net_Rating,A_Star_Player,A_Chemistry,A_Injury,A_Last5_WinPct,A_Momentum,A_Rest,B_Off_Rating,B_Def_Rating,B_Net_Rating,B_Star_Player,B_Chemistry,B_Injury,B_Last5_WinPct,B_Momentum,B_Rest,Home_Team,Tournament_Stage,Winner
0,113.97371322408986,106.89388559063052,7.079827633459345,94.44897457657234,0.899517834219926,0.10875451388100753,0.5935264437384313,0.624097974695301,3,115.18150830480553,120.1842388512642,-5.002730546458665,76.32521939556611,0.5766888619861176,0.3638096172084908,0.3850381881375093,0.3820135137180031,2,B,2,1
1,112.84441053697945,111.3360888773054,1.5083216596740527,87.11328964271235,0.6966318674684662,0.13933040354781157,0.4035139215353076,0.4571630387296528,1,116.65969485696925,105.65280682913071,11.006888027838542,101.98596096334349,0.80611591082107,0.08419875629108552,0.7599654805708531,0.75613494603891,3,B,1,0
2,92.57332602541032,99.64882873412132,-7.075502708710999,78.11604364606065,0.5149363696812935,0.1963383092904909,0.1391609681523989,0.21555272751555093,2,111.3815496522041,110.59359014042185,0.7879595117822475,76.99902307108562,0.6183092570437798,0.16798802431180102,0.35780677394340693,0.42255958510977,2,B,0,0
3,115.42213927738673,113.5875220736877,1.8346172036990396,88.9575366184842,0.7531692086244332,0.07477325815005795,0.5470522825012064,0.5465262558841117,2,111.38881650931843,113.29827610895249,-1.9094595996340615,81.29478516005348,0.5372360392646147,0.3691466965612503,0.3305798025885452,0.3793110911244978,0,B,2,1
4,106.8108928798784,107.51308730020203,-0.7021944203236359,88.46437082264376,0.5325144662261767,0.07820694042494312,0.6452344898018002,0.5801216335552197,0,98.64999633126878,116.33993293871536,-17.689936607446583,58.56009674414087,0.09669588076963473,0.17474216562018388,0.10683693869893623,0.12236917189573512,0,B,0,1
5,98.29188041494305,110.3689622165166,-12.077081801573556,65.71144163076394,0.316393831691993,0.0912017960413924,0.08735333894855128,0.14445472866958642,4,112.08844217743912,108.04090765313968,4.0475345242994365,83.99444807619709,0.6466792388333117,0.023321457459476013,0.630894681149212,0.6184684848849993,0,B,0,0
6,105.40232633909281,104.62801423728094,0.7743121018118728,89.99795234624983,0.5379526314405431,0.06390666647755289,0.7211335769413675,0.6404194007846546,1,112.71856771349314,107.94095880044341,4.777608913049733,86.41745048210281,0.7728662638499195,0.08886234995508478,0.737689835566091,0.6895015023958628,2,A,2,0
7,100.21701170659755,112.29068825905652,-12.073676552458977,66.08479828699622,0.26997523156793557,0.23066090034783188,0.2463270988098343,0.2398631174437112,3,102.68247254990978,112.96438572769388,-10.281913177784105,67.63580823844077,0.35868723386749846,0.32167959993349887,0.346255255618751,0.31312711543758,0,A,2,0
8,116.8319822919592,122.3087508586037,-5.476768566644495,76.06989247649562,0.5055305330154382,0.05846636595910959,0.2068725291852584,0.2706849430176482,4,114.5351525662967,106.68399652670476,7.851156039591942,87.10388308188266,0.7554516268065941,0.05979681031771534,0.7927509868615087,0.7503632301381913,2,B,1,0
9,116.97729487482763,118.40276118397232,-1.4254663091446815,84.83350029360712,0.4144094754643448,0.22630850214536094,0.24043464072553858,0.33003020975061836,2,99.25180988746054,114.80096465699086,-15.549154769530318,61.652787872336724,0.4370017821292489,0.1689303857232328,0.08178003226011205,0.11881900098086115,1,A,0,1
10,118.77063831632871,105.31671180743328,13.453926508895435,98.65240199313769,0.766528543205893,0.14447584616213488,0.7484020587088942,0.7663913801012685,3,115.08090040721584,99.35839303967612,15.72250736753972,104.82995183597122,0.7961461862172892,0.3806572852426122,0.9013940805101054,0.8720781410693212,2,B,2,0
11,106.72472935542754,123.11638124901266,-16.39165189358512,58.13735628968449,0.3317313273087297,0.1650581539336062,0.1373117372015552,0.14741851728638575,3,104.59356212622883,100.69269970142068,3.900862424808153,88.78748557126168,0.47886346984302164,0.20497232694385192,0.606830946689631,0.6026199521121383,1,A,2,0
12,104.13846238956924,103.3737846882869,0.7646777012823378,84.30476660649003,0.6037462130332735,0.15324155212933324,0.37843365740930346,0.4347032475399548,0,108.91426094145415,101.65195985861911,7.262301082835037,96.67946089973793,0.8284168793542854,0.11499150291923317,0.7354150868758088,0.710840032622763,4,B,1,0
13,114.79917306968805,104.15001492941195,10.6491581402761,101.66975776519824,0.8885766909846872,0.2069798016611303,0.8074128334410646,0.7818992370453678,0,93.2496479677195,104.63962028297988,-11.38997231526038,67.92410958308281,0.5655548166377915,0.3813552946772747,0.23136816529552803,0.2358227064031404,1,A,2,1
14,112.24793494188026,103.01840384143524,9.229531100445016,95.89747286594647,0.820292170605405,0.26728361462034184,0.7582741184026482,0.7412218470086223,0,108.3350219971418,104.05599252272934,4.279029474412454,95.66655469672381,0.6162896299621836,0.11515155346482016,0.6441775178136077,0.6286556309376732,4,B,0,1
15,116.86291727030773,102.98513704369476,13.87778022661297,122.08659597035748,0.7932820948835673,0.25061515342234963,0.8268447119810627,0.8162017392646581,1,99.26394156757316,105.39221487214809,-6.1282733045749325,68.0825953001526,0.5166387228817609,0.18992453243663485,0.3449353573721467,0.3475270207051411,1,A,2,1
16,123.40234599734576,115.11187435421722,8.29047164312854,97.73687207213827,0.7274606802430947,0.2536770343710795,0.7799765294276972,0.746447285673506,2,113.968513865807,108.44457725555174,5.523936610255262,86.08859693221424,0.7990989288180428,0.20609855066371743,0.4548358028932936,0.5267777857951477,4,B,1,1
17,101.84526826207943,114.65566549259609,-12.810397230516656,62.91339691018662,0.5028078272907519,0.2227284485022463,0.0529767430511842,0.11873536250523739,3,104.2053296372232,92.99377089148845,11.211558745734749,94.35746649130787,0.8713953703595018,0.1956198350707443,0.8779123773067059,0.8284286489296746,4,B,0,0
